species,taxon,studytype,temporal.repl,spatial.repl,id.repl,traitclass,traitname,ntraits,fit.comp,nfit.measures,fitness.measure,beta,se.beta,s,se.s,N,sex.or.group,authors,year,journal,vol:p-p,id.study,
Impatiens capensis,plant,L,1,8,3,MO,displacement of roof from floor,3,M,2,pollen produced,-0.1,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,4,MO,mouth of vestibule (flower),3,M,2,pollen produced,0.1,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,4,MO,mouth of vestibule (flower),3,M,2,pollen produced,-0.17,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,4,MO,height  of porch petals,3,M,2,pollen produced,0.18,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,4,MO,height  of porch petals,3,M,2,pollen produced,0.2,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,4,MO,displacement of roof from floor,3,M,2,pollen produced,-0.05,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,4,MO,displacement of roof from floor,3,M,2,pollen produced,0.17,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,5,MO,mouth of vestibule (flower),3,M,2,pollen produced,0.69,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,5,MO,mouth of vestibule (flower),3,M,2,pollen produced,-0.1,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,5,MO,height  of porch petals,3,M,2,pollen produced,-0.04,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,5,MO,height  of porch petals,3,M,2,pollen produced,0.79,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,5,MO,displacement of roof from floor,3,M,2,pollen produced,-0.17,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,5,MO,displacement of roof from floor,3,M,2,pollen produced,0.3,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,6,MO,mouth of vestibule (flower),3,M,2,pollen produced,0.26,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,6,MO,mouth of vestibule (flower),3,M,2,pollen produced,-0.17,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,6,MO,height  of porch petals,3,M,2,pollen produced,0.3,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,6,MO,height  of porch petals,3,M,2,pollen produced,0.71,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,6,MO,displacement of roof from floor,3,M,2,pollen produced,0.09,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,6,MO,displacement of roof from floor,3,M,2,pollen produced,-0.28,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,7,MO,mouth of vestibule (flower),3,M,2,pollen produced,-0.02,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,7,MO,mouth of vestibule (flower),3,M,2,pollen produced,0.38,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,7,MO,height  of porch petals,3,M,2,pollen produced,0.09,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,7,MO,height  of porch petals,3,M,2,pollen produced,0.04,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,7,MO,displacement of roof from floor,3,M,2,pollen produced,-0.26,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,7,MO,displacement of roof from floor,3,M,2,pollen produced,0.33,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,8,MO,mouth of vestibule (flower),3,M,2,pollen produced,0.22,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,8,MO,mouth of vestibule (flower),3,M,2,pollen produced,0.09,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,8,MO,height  of porch petals,3,M,2,pollen produced,-0.31,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,8,MO,height  of porch petals,3,M,2,pollen produced,0,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,8,MO,displacement of roof from floor,3,M,2,pollen produced,-0.35,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,8,MO,displacement of roof from floor,3,M,2,pollen produced,0.1,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,9,MO,mouth of vestibule (flower),3,M,2,pollen produced,0.33,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,9,MO,mouth of vestibule (flower),3,M,2,pollen produced,0.36,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,9,MO,height  of porch petals,3,M,2,pollen produced,0.29,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,9,MO,height  of porch petals,3,M,2,pollen produced,-0.24,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,9,MO,displacement of roof from floor,3,M,2,pollen produced,0.35,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,9,MO,displacement of roof from floor,3,M,2,pollen produced,-0.27,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,10,MO,mouth of vestibule (flower),3,M,2,pollen produced,-0.36,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,10,MO,mouth of vestibule (flower),3,M,2,pollen produced,0.23,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,10,MO,height  of porch petals,3,M,2,pollen produced,0.21,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,10,MO,height  of porch petals,3,M,2,pollen produced,0.05,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,10,MO,displacement of roof from floor,3,M,2,pollen produced,-0.16,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,10,MO,displacement of roof from floor,3,M,2,pollen produced,0.32,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,3,MO,mouth of vestibule (flower),3,M,2,pollen deposited,-0.15,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,3,MO,mouth of vestibule (flower),3,M,2,pollen deposited,0.24,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,3,MO,height  of porch petals,3,M,2,pollen deposited,-0.02,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,3,MO,height  of porch petals,3,M,2,pollen deposited,-0.17,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,3,MO,displacement of roof from floor,3,M,2,pollen deposited,0.06,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,3,MO,displacement of roof from floor,3,M,2,pollen deposited,-0.39,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,4,MO,mouth of vestibule (flower),3,M,2,pollen deposited,-0.2,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,4,MO,mouth of vestibule (flower),3,M,2,pollen deposited,0.25,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,4,MO,height  of porch petals,3,M,2,pollen deposited,-0.07,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,4,MO,height  of porch petals,3,M,2,pollen deposited,0.02,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,4,MO,displacement of roof from floor,3,M,2,pollen deposited,0.22,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,4,MO,displacement of roof from floor,3,M,2,pollen deposited,-0.01,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,5,MO,mouth of vestibule (flower),3,M,2,pollen deposited,0.06,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,5,MO,height  of porch petals,3,M,2,pollen deposited,0.19,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,5,MO,displacement of roof from floor,3,M,2,pollen deposited,-0.3,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,6,MO,mouth of vestibule (flower),3,M,2,pollen deposited,-0.04,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,6,MO,mouth of vestibule (flower),3,M,2,pollen deposited,0.34,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,6,MO,height  of porch petals,3,M,2,pollen deposited,0.07,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,6,MO,height  of porch petals,3,M,2,pollen deposited,-0.42,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,6,MO,displacement of roof from floor,3,M,2,pollen deposited,0.2,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,6,MO,displacement of roof from floor,3,M,2,pollen deposited,0.13,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,7,MO,mouth of vestibule (flower),3,M,2,pollen deposited,-0.21,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,7,MO,mouth of vestibule (flower),3,M,2,pollen deposited,-0.05,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,7,MO,height  of porch petals,3,M,2,pollen deposited,0.25,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,7,MO,height  of porch petals,3,M,2,pollen deposited,-0.26,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,7,MO,displacement of roof from floor,3,M,2,pollen deposited,-0.15,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,7,MO,displacement of roof from floor,3,M,2,pollen deposited,0.27,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,8,MO,mouth of vestibule (flower),3,M,2,pollen deposited,0.18,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,8,MO,mouth of vestibule (flower),3,M,2,pollen deposited,-0.17,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,8,MO,height  of porch petals,3,M,2,pollen deposited,0.22,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,8,MO,height  of porch petals,3,M,2,pollen deposited,0.13,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,8,MO,displacement of roof from floor,3,M,2,pollen deposited,-0.01,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,8,MO,displacement of roof from floor,3,M,2,pollen deposited,0.18,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,9,MO,mouth of vestibule (flower),3,M,2,pollen deposited,-0.39,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,9,MO,height  of porch petals,3,M,2,pollen deposited,0.04,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,9,MO,displacement of roof from floor,3,M,2,pollen deposited,-0.21,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,10,MO,mouth of vestibule (flower),3,M,2,pollen deposited,0.18,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,10,MO,height  of porch petals,3,M,2,pollen deposited,-0.07,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Impatiens capensis,plant,L,1,8,10,MO,displacement of roof from floor,3,M,2,pollen deposited,-0.13,NA,NA,NA,NA,O,Wilson,1995,Biol. J. Linn. Soc.,55: 355-383,GWG02,
Ipomopsis aggregata and tenuituba,plant,L,1,1,1,MO,Corolla width,3,M,3,Pollinator visitation,0.33,0.14,0.36,NA,84,all arrays,"Campbell, Waser, Melendez-Ackerman",1997,Am Nat,149(2):295-315,HEH01,
Ipomopsis aggregata and tenuituba,plant,L,1,1,1,MO,Corolla length,3,M,3,Pollinator visitation,0.02,0.02,0.08,NA,84,all arrays,"Campbell, Waser, Melendez-Ackerman",1997,Am Nat,149(2):295-315,HEH01,
Ipomopsis aggregata and tenuituba,plant,L,1,1,1,MO,color,3,M,3,Pollinator visitation,0.19,0.05,0.38,NA,84,all arrays,"Campbell, Waser, Melendez-Ackerman",1997,Am Nat,149(2):295-315,HEH01,
Ipomopsis aggregata and tenuituba,plant,L,1,1,1,MO,Corolla width,3,M,3,Pollinator visitation,NA,NA,0.16,NA,84,within arrays,"Campbell, Waser, Melendez-Ackerman",1997,Am Nat,149(2):295-315,HEH01,
Ipomopsis aggregata and tenuituba,plant,L,1,1,1,MO,Corolla length,3,M,3,Pollinator visitation,NA,NA,0.08,NA,84,within arrays,"Campbell, Waser, Melendez-Ackerman",1997,Am Nat,149(2):295-315,HEH01,
Ipomopsis aggregata and tenuituba,plant,L,1,1,1,MO,color,3,M,3,Pollinator visitation,NA,NA,0.19,NA,84,within arrays,"Campbell, Waser, Melendez-Ackerman",1997,Am Nat,149(2):295-315,HEH01,
Ipomopsis aggregata and tenuituba,plant,L,1,1,1,MO,Corolla width,3,M,3,Pollinator visitation,0.27,0.17,NA,NA,21,within arrays,"Campbell, Waser, Melendez-Ackerman",1997,Am Nat,149(2):295-315,HEH01,
Ipomopsis aggregata and tenuituba,plant,L,1,1,1,MO,Corolla length,3,M,3,Pollinator visitation,0.02,0.02,NA,NA,21,within arrays,"Campbell, Waser, Melendez-Ackerman",1997,Am Nat,149(2):295-315,HEH01,
Ipomopsis aggregata and tenuituba,plant,L,1,1,1,MO,color,3,M,3,Pollinator visitation,0.18,0.06,NA,NA,21,within arrays,"Campbell, Waser, Melendez-Ackerman",1997,Am Nat,149(2):295-315,HEH01,
Ipomopsis aggregata and tenuituba,plant,L,1,1,1,MO,Corolla width,3,M,3,Hawkmoth visits,-0.95,0.45,NA,NA,50,pooled pops,"Campbell, Waser, Melendez-Ackerman",1997,Am Nat,149(2):295-315,HEH01,
Ipomopsis aggregata and tenuituba,plant,L,1,1,1,MO,Corolla length,3,M,3,Hawkmoth visits,0.01,0.05,NA,NA,50,pooled pops,"Campbell, Waser, Melendez-Ackerman",1997,Am Nat,149(2):295-315,HEH01,
Ipomopsis aggregata and tenuituba,plant,L,1,1,1,MO,color,3,M,3,Hawkmoth visits,0.07,0.16,NA,NA,50,pooled pops,"Campbell, Waser, Melendez-Ackerman",1997,Am Nat,149(2):295-315,HEH01,
Ipomopsis aggregata and tenuituba,plant,L,1,1,1,MO,Corolla width,3,M,3,Hawkmoth visits,-0.44,0.52,NA,NA,50,within pops,"Campbell, Waser, Melendez-Ackerman",1997,Am Nat,149(2):295-315,HEH01,
Ipomopsis aggregata and tenuituba,plant,L,1,1,1,MO,Corolla length,3,M,3,Hawkmoth visits,-0.04,0.05,NA,NA,50,within pops,"Campbell, Waser, Melendez-Ackerman",1997,Am Nat,149(2):295-315,HEH01,
Ipomopsis aggregata and tenuituba,plant,L,1,1,1,MO,color,3,M,3,Hawkmoth visits,0.08,0.15,NA,NA,50,within pops,"Campbell, Waser, Melendez-Ackerman",1997,Am Nat,149(2):295-315,HEH01,
Ipomopsis aggregata and tenuituba,plant,L,1,1,1,MO,Corolla width,3,M,3,Hawkmoth and bird visits,-0.56,0.35,NA,NA,100,pooled pops,"Campbell, Waser, Melendez-Ackerman",1997,Am Nat,149(2):295-315,HEH01,
Ipomopsis aggregata and tenuituba,plant,L,1,1,1,MO,Corolla length,3,M,3,Hawkmoth and bird visits,-0.06,0.03,NA,NA,100,pooled pops,"Campbell, Waser, Melendez-Ackerman",1997,Am Nat,149(2):295-315,HEH01,
Ipomopsis aggregata and tenuituba,plant,L,1,1,1,MO,color,3,M,3,Hawkmoth and bird visits,0.01,0.11,NA,NA,100,pooled pops,"Campbell, Waser, Melendez-Ackerman",1997,Am Nat,149(2):295-315,HEH01,
Ipomopsis aggregata and tenuituba,plant,L,1,1,1,MO,Corolla width,3,M,3,Hawkmoth and bird visits,-0.38,0.41,NA,NA,150,within pops,"Campbell, Waser, Melendez-Ackerman",1997,Am Nat,149(2):295-315,HEH01,
Ipomopsis aggregata and tenuituba,plant,L,1,1,1,MO,Corolla length,3,M,3,Hawkmoth and bird visits,-0.05,0.05,NA,NA,150,within pops,"Campbell, Waser, Melendez-Ackerman",1997,Am Nat,149(2):295-315,HEH01,
Ipomopsis aggregata and tenuituba,plant,L,1,1,1,MO,color,3,M,3,Hawkmoth and bird visits,0.01,0.12,NA,NA,150,within pops,"Campbell, Waser, Melendez-Ackerman",1997,Am Nat,149(2):295-315,HEH01,
Ipomopsis aggregata,plant,L,4,4,all,MO,proportion pistillate,5,F,5,number of flowers (W1),NA,NA,0.11,NA,69,center plants,Campbell,1991,Am Nat,137(6):713-737,HEH02,
Ipomopsis aggregata,plant,L,4,4,all,MO,proportion pistillate,5,M,5,pollen per flower (W2),NA,NA,0.22,NA,69,center plants,Campbell,1991,Am Nat,137(6):713-737,HEH02,
Ipomopsis aggregata,plant,L,4,4,all,MO,proportion pistillate,5,F,5,seeds per pollen (W3),NA,NA,-0.1,NA,69,center plants,Campbell,1991,Am Nat,137(6):713-737,HEH02,
Ipomopsis aggregata,plant,L,4,4,all,MO,proportion pistillate,5,F,5,undamaged seeds per seed set (W4),NA,NA,0.05,NA,69,center plants,Campbell,1991,Am Nat,137(6):713-737,HEH02,
Ipomopsis aggregata,plant,L,4,4,all,MO,proportion pistillate,5,T,5,total undamaged seeds (Wt),NA,NA,0.28,NA,46,center plants,Campbell,1991,Am Nat,137(6):713-737,HEH02,
Ipomopsis aggregata,plant,L,4,4,all,MO,stigma exsertion,5,F,5,number of flowers (W1),NA,NA,0.03,NA,69,center plants,Campbell,1991,Am Nat,137(6):713-737,HEH02,
Ipomopsis aggregata,plant,L,4,4,all,MO,stigma exsertion,5,M,5,pollen per flower (W2),NA,NA,0.08,NA,69,center plants,Campbell,1991,Am Nat,137(6):713-737,HEH02,
Ipomopsis aggregata,plant,L,4,4,all,MO,stigma exsertion,5,F,5,seeds per pollen (W3),NA,NA,-0.03,NA,69,center plants,Campbell,1991,Am Nat,137(6):713-737,HEH02,
Ipomopsis aggregata,plant,L,4,4,all,MO,stigma exsertion,5,F,5,undamaged seeds per seed set (W4),NA,NA,0.07,NA,69,center plants,Campbell,1991,Am Nat,137(6):713-737,HEH02,
Ipomopsis aggregata,plant,L,4,4,all,MO,stigma exsertion,5,T,5,total undamaged seeds (Wt),NA,NA,0.15,NA,46,center plants,Campbell,1991,Am Nat,137(6):713-737,HEH02,
Ipomopsis aggregata,plant,L,4,4,all,LH,flowering date,5,F,5,number of flowers (W1),NA,NA,-0.16,NA,69,center plants,Campbell,1991,Am Nat,137(6):713-737,HEH02,
Ipomopsis aggregata,plant,L,4,4,all,LH,flowering date,5,M,5,pollen per flower (W2),NA,NA,0.2,NA,69,center plants,Campbell,1991,Am Nat,137(6):713-737,HEH02,
Ipomopsis aggregata,plant,L,4,4,all,LH,flowering date,5,F,5,seeds per pollen (W3),NA,NA,-0.39,NA,69,center plants,Campbell,1991,Am Nat,137(6):713-737,HEH02,
Ipomopsis aggregata,plant,L,4,4,all,LH,flowering date,5,F,5,undamaged seeds per seed set (W4),NA,NA,0.03,NA,69,center plants,Campbell,1991,Am Nat,137(6):713-737,HEH02,
Ipomopsis aggregata,plant,L,4,4,all,LH,flowering date,5,T,5,total undamaged seeds (Wt),NA,NA,-0.32,NA,46,center plants,Campbell,1991,Am Nat,137(6):713-737,HEH02,
Ipomopsis aggregata,plant,L,4,4,all,MO,corolla length,5,F,5,number of flowers (W1),NA,NA,0.08,NA,69,center plants,Campbell,1991,Am Nat,137(6):713-737,HEH02,
Ipomopsis aggregata,plant,L,4,4,all,MO,corolla length,5,M,5,pollen per flower (W2),NA,NA,-0.04,NA,69,center plants,Campbell,1991,Am Nat,137(6):713-737,HEH02,
Ipomopsis aggregata,plant,L,4,4,all,MO,corolla length,5,F,5,seeds per pollen (W3),NA,NA,0.26,NA,69,center plants,Campbell,1991,Am Nat,137(6):713-737,HEH02,
Ipomopsis aggregata,plant,L,4,4,all,MO,corolla length,5,F,5,undamaged seeds per seed set (W4),NA,NA,0.04,NA,69,center plants,Campbell,1991,Am Nat,137(6):713-737,HEH02,
Ipomopsis aggregata,plant,L,4,4,all,MO,corolla length,5,T,5,total undamaged seeds (Wt),NA,NA,0.35,NA,46,center plants,Campbell,1991,Am Nat,137(6):713-737,HEH02,
Ipomopsis aggregata,plant,L,4,4,all,MO,corolla width,5,F,5,number of flowers (W1),NA,NA,0.06,NA,69,center plants,Campbell,1991,Am Nat,137(6):713-737,HEH02,
Ipomopsis aggregata,plant,L,4,4,all,MO,corolla width,5,M,5,pollen per flower (W2),NA,NA,-0.02,NA,69,center plants,Campbell,1991,Am Nat,137(6):713-737,HEH02,
Ipomopsis aggregata,plant,L,4,4,all,MO,corolla width,5,F,5,seeds per pollen (W3),NA,NA,0.15,NA,69,center plants,Campbell,1991,Am Nat,137(6):713-737,HEH02,
Ipomopsis aggregata,plant,L,4,4,all,MO,corolla width,5,F,5,undamaged seeds per seed set (W4),NA,NA,0.02,NA,69,center plants,Campbell,1991,Am Nat,137(6):713-737,HEH02,
Ipomopsis aggregata,plant,L,4,4,all,MO,corolla width,5,T,5,total undamaged seeds (Wt),NA,NA,0.21,NA,46,center plants,Campbell,1991,Am Nat,137(6):713-737,HEH02,
Ipomopsis aggregata,plant,L,4,4,all,MO,proportion pistillate,5,T,5,total undamaged seeds (Wt),NA,NA,0.02,NA,633,All plants,Campbell,1991,Am Nat,137(6):713-737,HEH02,
Ipomopsis aggregata,plant,L,4,4,all,MO,flowering date,5,T,5,total undamaged seeds (Wt),NA,NA,-0.34,NA,1075,All plants,Campbell,1991,Am Nat,137(6):713-737,HEH02,
Ipomopsis aggregata,plant,L,4,4,1,MO,stigma exsertion,5,F,5,undamaged seeds per seed set (W4),NA,NA,0.038,NA,NA,All plants,Campbell,1991,Am Nat,137(6):713-737,HEH02,
Ipomopsis aggregata,plant,L,4,4,2,MO,stigma exsertion,5,F,5,undamaged seeds per seed set (W4),NA,NA,0.092,NA,NA,All plants,Campbell,1991,Am Nat,137(6):713-737,HEH02,
Ipomopsis aggregata,plant,L,4,4,3,MO,stigma exsertion,5,F,5,undamaged seeds per seed set (W4),NA,NA,-0.001,NA,NA,All plants,Campbell,1991,Am Nat,137(6):713-737,HEH02,
Ipomopsis aggregata,plant,L,4,4,4,MO,stigma exsertion,5,F,5,undamaged seeds per seed set (W4),NA,NA,0.338,NA,NA,All plants,Campbell,1991,Am Nat,137(6):713-737,HEH02,
Ipomopsis aggregata,plant,L,4,4,1,MO,corolla length,5,F,5,undamaged seeds per seed set (W4),NA,NA,-0.019,NA,NA,All plants,Campbell,1991,Am Nat,137(6):713-737,HEH02,
